,id,text,created_at,retweet_count,favorite_count,user_id,user_screen_name,user_name,user_location
237,768974054711816192,The latest The Washington Blues Weekly! https://t.co/FwRujzVp1l Thanks to @TellurideBlues @gretchenbostrom @RobySupersax #blues #music,2016-08-26 00:51:16,1,0,89385242,WaBluesSociety,Washington Blues,"Seattle, WA "
238,768973741456035844,#IWokeUp @McNeillShona https://t.co/H4y91gZS0O #LOV3RZ Magazine September #Feature #MusicLov3rz #Music #Soul #Blues https://t.co/jT1lRfQi9z,2016-08-26 00:50:01,0,0,2248977601,Lov3Lov3rz,Quiana #MusicLov3rz,Worldwide
239,768973575558533120,Bio at https://t.co/bujamHw7Cp  #Rock #Country #Blues &amp; #Love U can use : ) https://t.co/YsHmGoO9pi,2016-08-26 00:49:21,1,0,86306774,kendulin,Ken Dulin,Lebanon Oregon USA
240,768972887697022976,RT @IndianolaBlues: Viernes 26/8 - 22hs #IndianolaBluesBand en vivo en #EterClub (Cuenca 2783 - CABA) #blues #rock #soul https://t.co/dWtzI…,2016-08-26 00:46:37,3,0,165103579,valsalda,Valeria Saldaña,
241,768971641900720128,Listening to Moon Dreams by Miles Davis on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-26 00:41:40,1,0,4860399552,Latitude23R,Latitude23 Radio,"Phoenix, AZ"
242,768970927585398784,RT @OrtizKicks: #Blues captain Alex Pietrangelo warms up before his ceremonial first pitch at Busch Stadium. https://t.co/p5iRXTUBjA,2016-08-26 00:38:50,3,0,76459728,tqr121,Tyler Roe,
243,768970263065006080,"@kendulin
Bio at https://t.co/bujamHw7Cp  #Rock #Country #Blues &amp; #Love U can use : )",2016-08-26 00:36:12,1,0,86306774,kendulin,Ken Dulin,Lebanon Oregon USA
244,768970188385648641,#Blues Jochen Hecht out 3 weeks (3-20-16),2016-08-26 00:35:54,1,0,767836637304721408,NHLDynastySim,NHL Dynasty Sim,
245,768969985951694849,The latest The @bingwilloughby/music Daily! https://t.co/Pfba5Kkypn Thanks to @sillken @MeLikeGoodMusic @seasiderecords #blues #music,2016-08-26 00:35:06,1,0,126098028,bingwilloughby,Bingham Willoughby,"Singhampton, Ontario, Canada"
246,768969640139784192,#風景写真 #風景 #景色 #影 #写真 #愛 #love #blues #repost @conacona8492 via photoaroundapp… https://t.co/apnv4F2Y36,2016-08-26 00:33:43,0,0,174688545,b_b49,ＴＯＭ,まだ旅の途中です。
247,768969080661479424,RT @siobbansmythe: Are you ready?  The #Blues are ready for you! Join me at 8 PM EST/7PM CST for 2 hrs of Pre-Weekend Blues on https://t.co…,2016-08-26 00:31:30,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
248,768969079625580544,RT @stemware1010: I just Pre-Ordered Davy Knowles (@davyknowles): Three Miles From Avalon pre-order https://t.co/Nz0t1DJYM5 @PledgeMusic #b…,2016-08-26 00:31:29,2,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
249,768969079092838401,RT @BeatriceSanti_: We don't talk anymore like we used to do.. #blues,2016-08-26 00:31:29,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
250,768969078572810240,RT @SecondBestQuick: Belated congratulations to new #Blues captain @apetro_27!,2016-08-26 00:31:29,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
251,768969077834547201,"RT @RockinWheelers: The @BluesfestLondon On, Canada ""Looking forward to melting some faces north of the border!"" @EliCookMusic #blues https…",2016-08-26 00:31:29,1,0,2190695390,DonSwings,Don Mazonas,"Hatfield, Hertfordshire, UK"
252,768968915527593986,Charles Brown - Drifting #Blues - 1945 - https://t.co/Ggzctd8BU8 #Texas,2016-08-26 00:30:50,0,0,19831353,TittyBingo,TittyBingo,"Austin, TX"
253,768968701240549381,#Hear  Michael Bublé Call Me Irresponsible Now on https://t.co/9EvJWnujGS @michaelbuble #jazz #swing #music #blues #smoothjazz #latinjazz,2016-08-26 00:29:59,0,0,3318129469,jvhradionet,Jvhradio,United States
254,768968072984014848,RT @OrtizKicks: Go behind the scenes w/ #Blues captain @apetro_27 at Busch Stadium before his 1st pitch. Watch it here:  https://t.co/lQ36n…,2016-08-26 00:27:29,1,0,52511880,stlhensley,Roger Hensley,St. Louis
255,768967921066311680,RT @OrtizKicks: Behind the scenes as #Blues captain Alex Pietrangelo rides along the warning track from right… https://t.co/8xzM4N9IDg,2016-08-26 00:26:53,1,0,52511880,stlhensley,Roger Hensley,St. Louis
256,768967645735559173,Tampa Red - It's Heated #BlindDogRadio https://t.co/pq6J1zJUyd #blues #nowplaying,2016-08-26 00:25:48,0,0,795632389,blinddogradio,Blind Dog Radio,
257,768966781159432192,https://t.co/c14ZDrgRUL #SaturdayNight #Blues #LiveMusic,2016-08-26 00:22:21,0,0,3004177256,TudorHouseEnt,The Tudor House,"Lake Arrowhead, CA"
258,768966391605100544,RT @wilybo: 'Loan Me A Dime' by Wily Bo Walker &amp; E D Brayshaw from the album 'Stone Cold Beautiful' https://t.co/7JbgGfr3YS #blues,2016-08-26 00:20:49,8,0,742604802,BluVals,The Blue Valentines,"London, GB"
259,768966182057545728,#evening #blues #cloudporn #lights #illuminations #isleofman #Manx #Douglas @ Douglas Beach https://t.co/HdeKHefGfB,2016-08-26 00:19:59,0,0,23245842,chaterfranks,Helen,Northampton
260,768965630326341632,Today's Nash Fargo Music Zine -  https://t.co/XPi2ntEGEZ Stories via @poandpo @MarlenaRocks1 @Mamasweethome #country #blues,2016-08-26 00:17:47,0,3,772026852,NashFargo,Nash Fargo™,Los Angeles / Hollywood
261,768964812508307456,"RT @almostablaze: Midday #blues break https://t.co/DBEOm5tVOw 🔥
@THoldich @LoveWontEverDie @Jatwiterj @Weireveryweir @ZeroGBadillion @pawhi…",2016-08-26 00:14:32,1,0,2913995192,Jatwiterj,Jim,southern colorado usa
262,768964319107174400,"ワクワク((((*゜▽゜*))))
今日、PM8:00～！！
行くでー🎵💕🎤💕

#神戸 #BLUES #ROCK #LIVE https://t.co/hBBXLCFoXT",2016-08-26 00:12:34,0,0,1562255785,cana_eng1,Kimono Blues Hands,
263,768963929536102400,Like #jazz? Like #blues? Live in #ldnont? @WortleyJazz needs you to volunteer! https://t.co/mIef64UD1K https://t.co/NoJTA1yJjU,2016-08-26 00:11:02,0,0,19748996,reed_man,Brian B,"London, Ontario"
264,768963427670691840,"""All About Midnight"" https://t.co/nDa7DzYtpn #Blues #Rock #unsigned #alternative #indie",2016-08-26 00:09:02,0,0,581006452,JohnRankin13,John Rankin,Orange Cove
265,768962988514611200,"All About Midnight, new song from John Rankin https://t.co/nDa7DzGSxP #Blues #Rock #guitar #unsigned #indie #classic #Nashville #breaking",2016-08-26 00:07:17,0,0,581006452,JohnRankin13,John Rankin,Orange Cove
266,768962664768806912,"RT @710BeachClubPB: THIS Sat Aug 27 @stevenrothmusic
https://t.co/6SpZOOLt1U #sandiego #livemusic #pacificbeach #710bc #Soul #blues #rock",2016-08-26 00:06:00,1,0,324632840,StevenRothMusic,Steven Roth,Los Angeles
267,768961712884060160,Ok this gave me chills. Damn it #Blues you always know how to get me. https://t.co/bPx3V0Ee11,2016-08-26 00:02:13,1,0,1959759134,SecondBestQuick,Stevie Quick,
268,768961610979434496,There's nothing like listening to the Hoodoo Man #Blues by the brilliant Junior Wells shot by @PalbergWERX https://t.co/DGOnFS21WK,2016-08-26 00:01:49,0,0,3075692209,PalbergWERX,Richard Palberg,"Vancouver, Canada"
269,768961264957751296,Listening to Ramblin' on My Mind by Robert Johnson on https://t.co/99ZGXxa5mB! #Blues #np #nowplaying,2016-08-26 00:00:26,0,0,4860399552,Latitude23R,Latitude23 Radio,"Phoenix, AZ"
270,768961143725494277,#buddyguys #legends #blues #chicagoblues #acoustic #acousticblues #artguitar #guayabera… https://t.co/hevfNjjJ3p,2016-08-25 23:59:57,0,1,28729789,nicholasbarron,nicholas barron,Chicago
271,768960997235228672,"If you're not here, you're missing out! #thewharfdc #swdc #blues #dannyblewandthebluescrew #washingtondc #dc #summer https://t.co/azZ4BBjZtc",2016-08-25 23:59:23,0,1,3094568074,GPSADC,GPSA,"Washington, DC "
272,768960777562783744,#LiveStreamMusic sndwch_man beyond finger eze https://t.co/PHSJXri7cD #Country #Blues,2016-08-25 23:58:30,0,0,528993213,StreetJelly,StreetJelly,"Sevierville / Knoxville, TN"
273,768960461358243841,Main stage at @bluesfestldnont setup &amp; ready for action #londonbluesfest #blues #music #concert… https://t.co/5Wx9wRiWiX,2016-08-25 23:57:15,0,0,739603117457739777,bluesfestldnont,LondonBluesfest,"London, Ontario"
274,768960356844797954,"https://t.co/afaKuzlTRz
#Rhythm #Blues acoustic track #groove #catchy rhythm solo #guitar and #percussion
#backgroundmusic",2016-08-25 23:56:50,0,0,3569640135,AudiocraftMusic,Andi Morz,
275,768960211474198528,"RT @FSMidwest: New #Blues cptn @apetro_27 on @dbackes42: ""Watching how he operates is something I was able to learn from."" #TeamSTL https:/…",2016-08-25 23:56:15,7,0,4458508758,jleeker23,Josh Leeker,"Pevely, MO"
276,768960164934193152,"RT @FSMidwest: New #Blues cptn @apetro_27 on @dbackes42: ""Watching how he operates is something I was able to learn from."" #TeamSTL https:/…",2016-08-25 23:56:04,7,0,1342178599,forsciencejohn,Megg,Nevada
277,768960011963920384,"RT @Lisvnorrland: #RT Find your own favourite artist on my ReverbNation!
https://t.co/eLXb86DAK0 #indie #rock #pop #punk #blues https://t.c…",2016-08-25 23:55:28,5,0,2312704536,WhittginGina,Gina Whitt,"Alabama, USA"
278,768959424983666688,RT @EchoSonore: Jimi #Hendrix - The Cry Of Love -1971 - #Vinyl #guitare #rock #blues https://t.co/GLaP1VUOq9 https://t.co/L4kLQPTLg7,2016-08-25 23:53:08,3,0,741761747116249089,Poupard_Franck,Franck Poupard,
279,768958736656392192,RT @EchoSonore: Stages - Jimi #Hendrix - #Stockholm 67 - #CD  #live #concert #guitare #blues #rock  https://t.co/YfT0yeyBk6 https://t.co/JQ…,2016-08-25 23:50:24,2,0,741761747116249089,Poupard_Franck,Franck Poupard,
280,768958719560474624,RT @EchoSonore: Stages - Jimi #Hendrix - #SanDiego 69 - #CD #live #concert #guitare  #blues #rock   https://t.co/iEbBckdTOP https://t.co/Jl…,2016-08-25 23:50:19,2,0,741761747116249089,Poupard_Franck,Franck Poupard,
281,768958668322725888,#StLouis St. Louis #Blues David Backes Bobblehead https://t.co/vHbY3BRBpH #NHL #Hockey https://t.co/69DjQrql2B,2016-08-25 23:50:07,0,0,711894735514902528,FaithCrossman,Faith Crossman,
282,768958515746529280,Alex Pietrangelo was named captain of the St. Louis #Blues on Thursday.,2016-08-25 23:49:31,0,0,409477817,RealSonnieCruz,Sonnie Cruz,"Anaheim, CA"
283,768958368723587072,"RT @FSMidwest: New #Blues cptn @apetro_27 on @dbackes42: ""Watching how he operates is something I was able to learn from."" #TeamSTL https:/…",2016-08-25 23:48:56,7,0,1107134726,noahcampbell797,Noah Campbell,Maryville University
284,768957880896589825,Are you ready?  The #Blues are ready for you! Join me at 8 PM EST/7PM CST for 2 hrs of Pre-Weekend Blues on https://t.co/vuJITGMwnx radio,2016-08-25 23:47:00,1,0,20125813,siobbansmythe,DJ Siobban - BMFR,Second Life
285,768957823917187072,I just Pre-Ordered Davy Knowles (@davyknowles): Three Miles From Avalon pre-order https://t.co/Nz0t1DJYM5 @PledgeMusic #blues,2016-08-25 23:46:46,2,2,93933213,stemware1010,jeff stemler,
286,768956551293968384,"#Soul #Funk #Blues #Pop #Rock bora la!! Bagunça de hj! 
#Musicman #basspedals #bass #bassporn… https://t.co/7g1LH3E3Zm",2016-08-25 23:41:43,0,0,62678617,mumubass,Samuel MumuBass,SP BRAZIL
287,768956407219499009,The jam starts in 20 minutes!  Get down here! #dayton #jazz #blues #bossanova #livemusic https://t.co/Y9HGJsJ8re,2016-08-25 23:41:08,0,1,2946102455,jazzcntrldayton,Jazz Central Dayton,"2931 East 3rd St, Dayton, Ohio"
